go_id	go_term_name
GO:0045727	positive regulation of translation
GO:0009891	positive regulation of biosynthetic process
GO:0005736	RNA polymerase I complex
GO:0006450	regulation of translational fidelity
GO:0051083	'de novo' cotranslational protein folding
GO:0044070	regulation of monoatomic anion transport
GO:0034426	etioplast membrane
GO:0016410	N-acyltransferase activity
GO:0046695	SLIK (SAGA-like) complex
GO:0004452	isopentenyl-diphosphate delta-isomerase activity
GO:0047134	protein-disulfide reductase (NAD(P)H) activity
GO:0106050	tRNA 2'-O-methyltransferase activity
GO:0004347	glucose-6-phosphate isomerase activity
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0006790	sulfur compound metabolic process
GO:0043647	inositol phosphate metabolic process
GO:0090422	thiamine pyrophosphate transmembrane transporter activity
GO:0030974	thiamine pyrophosphate transmembrane transport
GO:0016784	3-mercaptopyruvate sulfurtransferase activity
GO:0000228	nuclear chromosome
GO:0052381	tRNA dimethylallyltransferase activity
GO:0005537	D-mannose binding
GO:0004506	squalene monooxygenase activity
GO:1900366	negative regulation of defense response to insect
GO:0001578	microtubule bundle formation
GO:0000722	telomere maintenance via recombination
GO:1902387	ceramide 1-phosphate binding
GO:1902388	ceramide 1-phosphate transfer activity
GO:0035627	ceramide transport
GO:1902389	ceramide 1-phosphate transport
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity
GO:0006499	N-terminal protein myristoylation
GO:0047746	chlorophyllase activity
GO:0007096	regulation of exit from mitosis
GO:0017070	U6 snRNA binding
GO:0030623	U5 snRNA binding
GO:0019905	syntaxin binding
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0052861	endo-1,3(4)-beta-glucanase activity
GO:0072423	response to DNA damage checkpoint signaling
GO:0015215	nucleotide transmembrane transporter activity
GO:1901679	nucleotide transmembrane transport
GO:0002221	pattern recognition receptor signaling pathway
GO:0031122	cytoplasmic microtubule organization
GO:0000930	gamma-tubulin complex
GO:0044572	[4Fe-4S] cluster assembly
GO:0015205	nucleobase transmembrane transporter activity
GO:0031972	chloroplast intermembrane space
GO:0003960	NADPH:quinone reductase activity
GO:0000151	ubiquitin ligase complex
GO:0034450	ubiquitin-ubiquitin ligase activity
GO:0033566	gamma-tubulin complex localization
GO:0000931	gamma-tubulin ring complex
GO:0016706	2-oxoglutarate-dependent dioxygenase activity
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0004001	adenosine kinase activity
GO:0030289	protein phosphatase 4 complex
GO:0006491	N-glycan processing
GO:0004077	biotin--[biotin carboxyl-carrier protein] ligase activity
GO:0004076	biotin synthase activity
GO:0019887	protein kinase regulator activity
GO:0005956	protein kinase CK2 complex
GO:0098791	Golgi apparatus subcompartment
GO:0050220	prostaglandin-E synthase activity
GO:0006695	cholesterol biosynthetic process
GO:0018738	S-formylglutathione hydrolase activity
GO:0034066	Ric1-Rgp1 guanyl-nucleotide exchange factor complex
GO:0050790	regulation of catalytic activity
GO:0046975	histone H3K36 methyltransferase activity
GO:0061635	regulation of protein complex stability
GO:0044272	sulfur compound biosynthetic process
GO:0006534	cysteine metabolic process
GO:0043874	acireductone synthase activity
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity
GO:1902475	L-alpha-amino acid transmembrane transport
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015811	L-cystine transport
GO:0045131	pre-mRNA branch point binding
GO:0004496	mevalonate kinase activity
GO:0019237	centromeric DNA binding
GO:0000779	condensed chromosome, centromeric region
GO:0015368	calcium:monoatomic cation antiporter activity
GO:0000712	resolution of meiotic recombination intermediates
GO:0009657	plastid organization
GO:0035266	meristem growth
GO:0005686	U2 snRNP
GO:0103117	UDP-3-O-acyl-N-acetylglucosamine deacetylase activity
GO:0031071	cysteine desulfurase activity
GO:1990221	L-cysteine desulfurase complex
GO:0004637	phosphoribosylamine-glycine ligase activity
GO:0071004	U2-type prespliceosome
GO:0043515	kinetochore binding
GO:0008608	attachment of spindle microtubules to kinetochore
GO:0033044	regulation of chromosome organization
GO:0140694	membraneless organelle assembly
GO:0046406	magnesium protoporphyrin IX methyltransferase activity
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity
GO:0052630	UDP-N-acetylgalactosamine diphosphorylase activity
GO:0006047	UDP-N-acetylglucosamine metabolic process
GO:0019276	UDP-N-acetylgalactosamine metabolic process
GO:0032984	protein-containing complex disassembly
GO:0034038	deoxyhypusine synthase activity
GO:0016707	gibberellin 3-beta-dioxygenase activity
GO:0010242	oxygen evolving activity
GO:0097250	mitochondrial respirasome assembly
GO:0036265	RNA (guanine-N7)-methylation
GO:0030906	retromer, cargo-selective complex
GO:0009204	deoxyribonucleoside triphosphate catabolic process
GO:0034508	centromere complex assembly
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GO:0070971	endoplasmic reticulum exit site
GO:1904382	mannose trimming involved in glycoprotein ERAD pathway
GO:1904380	endoplasmic reticulum mannose trimming
GO:0044322	endoplasmic reticulum quality control compartment
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
GO:0006121	mitochondrial electron transport, succinate to ubiquinone
GO:1901957	regulation of cutin biosynthetic process
GO:0051053	negative regulation of DNA metabolic process
GO:0034553	mitochondrial respiratory chain complex II assembly
GO:0004059	aralkylamine N-acetyltransferase activity
GO:1990074	polyuridylation-dependent mRNA catabolic process
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0046395	carboxylic acid catabolic process
GO:0007029	endoplasmic reticulum organization
GO:0003919	FMN adenylyltransferase activity
GO:0043625	delta DNA polymerase complex
GO:0004848	ureidoglycolate hydrolase activity
GO:0003991	acetylglutamate kinase activity
GO:0009084	glutamine family amino acid biosynthetic process
GO:0009226	nucleotide-sugar biosynthetic process
GO:0050577	GDP-L-fucose synthase activity
GO:0010091	trichome branching
GO:0031567	mitotic cell size control checkpoint signaling
GO:0071816	tail-anchored membrane protein insertion into ER membrane
GO:0009063	amino acid catabolic process
GO:0019310	inositol catabolic process
GO:0050113	inositol oxygenase activity
GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
GO:0000444	MIS12/MIND type complex
GO:0046608	carotenoid isomerase activity
GO:2000032	regulation of secondary shoot formation
GO:1901601	strigolactone biosynthetic process
GO:0015919	peroxisomal membrane transport
GO:0045174	glutathione dehydrogenase (ascorbate) activity
GO:0033355	ascorbate glutathione cycle
GO:0019852	L-ascorbic acid metabolic process
GO:0004730	pseudouridylate synthase activity
GO:0019348	dolichol metabolic process
GO:0180047	dolichol phosphate mannose biosynthetic process
GO:0005687	U4 snRNP
GO:0004107	chorismate synthase activity
GO:0004798	thymidylate kinase activity
GO:0006233	dTDP biosynthetic process
GO:0072699	protein localization to cortical microtubule cytoskeleton
GO:0055028	cortical microtubule
GO:0022613	ribonucleoprotein complex biogenesis
GO:0006335	DNA replication-dependent chromatin assembly
GO:0006480	N-terminal protein amino acid methylation
GO:2000652	regulation of secondary cell wall biogenesis
GO:0047560	3-dehydrosphinganine reductase activity
GO:0030148	sphingolipid biosynthetic process
GO:0090391	granum assembly
GO:0004418	hydroxymethylbilane synthase activity
GO:0031509	subtelomeric heterochromatin formation
GO:0045040	protein insertion into mitochondrial outer membrane
GO:0016871	cycloartenol synthase activity
GO:0051026	chiasma assembly
GO:0052654	L-leucine-2-oxoglutarate transaminase activity
GO:0052655	L-valine-2-oxoglutarate transaminase activity
GO:0052656	L-isoleucine-2-oxoglutarate transaminase activity
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
GO:0004526	ribonuclease P activity
GO:0071027	nuclear RNA surveillance
GO:0004610	phosphoacetylglucosamine mutase activity
GO:0004852	uroporphyrinogen-III synthase activity
GO:0045910	negative regulation of DNA recombination
GO:0008235	metalloexopeptidase activity
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0030497	fatty acid elongation
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0102726	DIMBOA glucoside beta-D-glucosidase activity
GO:0071215	cellular response to abscisic acid stimulus
GO:0160104	tRNA (guanine(26)-N2)-dimethyltransferase activity
GO:0003938	IMP dehydrogenase activity
GO:0033971	hydroxyisourate hydrolase activity
GO:0004594	pantothenate kinase activity
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0006278	RNA-templated DNA biosynthetic process
GO:0004322	ferroxidase activity
GO:0006408	snRNA export from nucleus
GO:0006437	tyrosyl-tRNA aminoacylation
GO:0004073	aspartate-semialdehyde dehydrogenase activity
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity
GO:0004608	phosphatidylethanolamine N-methyltransferase activity
GO:0046349	amino sugar biosynthetic process
GO:0034765	regulation of monoatomic ion transmembrane transport
GO:0022843	voltage-gated monoatomic cation channel activity
GO:0010236	plastoquinone biosynthetic process
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0005977	glycogen metabolic process
GO:0010162	seed dormancy process
GO:0048440	carpel development
GO:0006538	glutamate catabolic process
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives
GO:0005053	peroxisome matrix targeting signal-2 binding
GO:0042631	cellular response to water deprivation
GO:1902457	negative regulation of stomatal opening
GO:0009349	riboflavin synthase complex
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity
GO:0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
GO:0071008	U2-type post-mRNA release spliceosomal complex
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity
GO:0016421	CoA carboxylase activity
GO:0004370	glycerol kinase activity
GO:0005548	phospholipid transporter activity
GO:0071944	cell periphery
GO:0051510	regulation of unidimensional cell growth
GO:0004057	arginyl-tRNA--protein transferase activity
GO:0004422	hypoxanthine phosphoribosyltransferase activity
GO:0019788	NEDD8 transferase activity
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0050308	sugar-phosphatase activity
GO:0010968	regulation of microtubule nucleation
GO:0016878	acid-thiol ligase activity
GO:0005640	nuclear outer membrane
GO:0006896	Golgi to vacuole transport
GO:0043001	Golgi to plasma membrane protein transport
GO:0002191	cap-dependent translational initiation
GO:0005688	U6 snRNP
GO:0016854	racemase and epimerase activity
GO:0004400	histidinol-phosphate transaminase activity
GO:0003881	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
GO:2001289	lipid X metabolic process
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity
GO:0047751	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) activity
GO:0015846	polyamine transport
GO:0019808	polyamine binding
GO:0042597	periplasmic space
GO:0033962	P-body assembly
GO:0019784	deNEDDylase activity
GO:0004512	inositol-3-phosphate synthase activity
GO:0160107	tRNA (adenine(58)-N1)-methyltransferase activity
GO:0006904	vesicle docking involved in exocytosis
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0018131	oxazole or thiazole biosynthetic process
GO:0052837	thiazole biosynthetic process
GO:0070682	proteasome regulatory particle assembly
GO:0010103	stomatal complex morphogenesis
GO:0033557	Slx1-Slx4 complex
GO:0071266	'de novo' L-methionine biosynthetic process
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0044209	AMP salvage
GO:0006169	adenosine salvage
GO:0034654	nucleobase-containing compound biosynthetic process
GO:0055086	nucleobase-containing small molecule metabolic process
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GO:0043014	alpha-tubulin binding
GO:0140535	intracellular protein-containing complex
GO:0050547	feruloyl-CoA hydratase/lyase activity
GO:0050080	malonyl-CoA decarboxylase activity
GO:0005242	inward rectifier potassium channel activity
GO:0010067	procambium histogenesis
GO:0097237	cellular response to toxic substance
GO:0000280	nuclear division
GO:0034335	DNA negative supercoiling activity
GO:1902969	mitotic DNA replication
GO:0052662	zeaxanthin epoxidase activity
GO:0050891	multicellular organismal-level water homeostasis
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0004865	protein serine/threonine phosphatase inhibitor activity
GO:0006720	isoprenoid metabolic process
GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity
GO:0070901	mitochondrial tRNA methylation
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity
GO:0004349	glutamate 5-kinase activity
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity
GO:0010258	NADH dehydrogenase complex (plastoquinone) assembly
GO:1990071	TRAPPII protein complex
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity
GO:0033853	aspartate-prephenate aminotransferase activity
GO:0033854	glutamate-prephenate aminotransferase activity
GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway
GO:0030029	actin filament-based process
GO:1990426	mitotic recombination-dependent replication fork processing
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0006301	postreplication repair
GO:0004844	uracil DNA N-glycosylase activity
GO:0008541	proteasome regulatory particle, lid subcomplex
GO:0051020	GTPase binding
GO:0004424	imidazoleglycerol-phosphate dehydratase activity
GO:0010507	negative regulation of autophagy
GO:0046785	microtubule polymerization
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity
GO:0051010	microtubule plus-end binding
GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GO:0070567	cytidylyltransferase activity
GO:0048574	long-day photoperiodism, flowering
GO:0015462	ABC-type protein transporter activity
GO:0006626	protein targeting to mitochondrion
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity
GO:0004515	nicotinate-nucleotide adenylyltransferase activity
GO:0140750	nucleosome array spacer activity
GO:1900036	positive regulation of cellular response to heat
GO:0006553	lysine metabolic process
GO:0050126	N-carbamoylputrescine amidase activity
GO:0043175	RNA polymerase core enzyme binding
GO:0098599	palmitoyl hydrolase activity
GO:0098734	macromolecule depalmitoylation
GO:0046423	allene-oxide cyclase activity
GO:0042780	tRNA 3'-end processing
GO:0008430	selenium binding
GO:0019375	galactolipid biosynthetic process
GO:0003985	acetyl-CoA C-acetyltransferase activity
GO:0034756	regulation of iron ion transport
GO:0098711	iron ion import across plasma membrane
GO:0015791	polyol transmembrane transport
GO:0046110	xanthine metabolic process
GO:0019303	D-ribose catabolic process
GO:0036444	calcium import into the mitochondrion
GO:0140358	P-type transmembrane transporter activity
GO:0099023	vesicle tethering complex
GO:0019706	protein-cysteine S-palmitoyltransferase activity
GO:0045732	positive regulation of protein catabolic process
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity
GO:0090549	response to carbon starvation
GO:0035060	brahma complex
GO:2000014	regulation of endosperm development
GO:0003730	mRNA 3'-UTR binding
GO:0141131	DNA N6-methyladenine demethylase activity
GO:0034477	U6 snRNA 3'-end processing
GO:1990838	poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends
GO:0070979	protein K11-linked ubiquitination
GO:0034399	nuclear periphery
GO:0060627	regulation of vesicle-mediated transport
GO:1901363	heterocyclic compound binding
GO:0043168	anion binding
GO:1901265	nucleoside phosphate binding
GO:0000793	condensed chromosome
GO:1901663	quinone biosynthetic process
GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity
GO:0046570	methylthioribulose 1-phosphate dehydratase activity
GO:0051239	regulation of multicellular organismal process
GO:0000112	nucleotide-excision repair factor 3 complex
GO:0097550	transcription preinitiation complex
GO:0016838	carbon-oxygen lyase activity, acting on phosphates
GO:0042723	thiamine-containing compound metabolic process
GO:0103012	ferredoxin-thioredoxin reductase activity
GO:0006208	pyrimidine nucleobase catabolic process
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0043495	protein-membrane adaptor activity
GO:0051291	protein heterooligomerization
GO:0090435	protein localization to nuclear envelope
GO:0097359	UDP-glucosylation
GO:0015923	mannosidase activity
GO:0005351	carbohydrate:proton symporter activity
GO:0005460	UDP-glucose transmembrane transporter activity
GO:0015786	UDP-glucose transmembrane transport
GO:0140327	flippase activity
GO:0015812	gamma-aminobutyric acid transport
GO:0005313	L-glutamate transmembrane transporter activity
GO:0015180	L-alanine transmembrane transporter activity
GO:0015185	gamma-aminobutyric acid transmembrane transporter activity
GO:0015189	L-lysine transmembrane transporter activity
GO:0033263	CORVET complex
GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity
GO:0030267	glyoxylate reductase (NADPH) activity
GO:0050613	delta14-sterol reductase activity
GO:0016405	CoA-ligase activity
GO:0019144	ADP-sugar diphosphatase activity
GO:0080041	ADP-ribose pyrophosphohydrolase activity
GO:0080042	ADP-glucose pyrophosphohydrolase activity
GO:1900871	chloroplast mRNA modification
