gene_id	ko_list
TraesCS1A02G235200	K01868
TraesCS1A02G235300	K11001
TraesCS1A02G235600	K03009
TraesCS1A02G235800	K00459
TraesCS1A02G236000	K13207
TraesCS1A02G236600	K13430
TraesCS1A02G236700	K25801
TraesCS1A02G237100	K03030
TraesCS1A02G238000	K23541
TraesCS1A02G238700	K00459
TraesCS1A02G238800	K13448
TraesCS1A02G239200	K12486
TraesCS1A02G239300	K26731
TraesCS1A02G239700	K17098
TraesCS1A02G239800	K17969
TraesCS1A02G240000	K12398
TraesCS1A02G241000	K18010
TraesCS1A02G241300	K20782
TraesCS1A02G241400	K27807
TraesCS1A02G241600	K11420
TraesCS1A02G241700	K11714
TraesCS1A02G241900	K06118
TraesCS1A02G242200	K21286
TraesCS1A02G242300	K13457
TraesCS1A02G242500	K00858
TraesCS1A02G242800	K09285
TraesCS1A02G242900	K12624
TraesCS1A02G243100	K12603
TraesCS1A02G243300	K08819
TraesCS1A02G243400	K12813
TraesCS1A02G244100	K18999
TraesCS1A02G244200	K18999
TraesCS1A02G244700	K18577
TraesCS1A02G244800	K09286
TraesCS1A02G245000	K16279
TraesCS1A02G245300	K14845
TraesCS1A02G245600	K02202
TraesCS1A02G245700	K10875
TraesCS1A02G245800	K14792
TraesCS1A02G246000	K18633
TraesCS1A02G246400	K13354
TraesCS1A02G246600	K01940
TraesCS1A02G246900	K20471
TraesCS1A02G247300	K21989
TraesCS1A02G247400	K17710
TraesCS1A02G247900	K16302
TraesCS1A02G248200	K09651
TraesCS1A02G248400	K17800
TraesCS1A02G248500	K13525
TraesCS1A02G248600	K03076
TraesCS1A02G249100	K27887
TraesCS1A02G249400	K10523
TraesCS1A02G249600	K01061
TraesCS1A02G249700	K01061
TraesCS1A02G249800	K01061
TraesCS1A02G249900	K01061
TraesCS1A02G250000	K20547
TraesCS1A02G250100	K01061
TraesCS1A02G250200	K22312
TraesCS1A02G250300	K00419
TraesCS1A02G250900	K03015
TraesCS1A02G251000	K01814
TraesCS1A02G251200	K06872
TraesCS1A02G251400	K10767
TraesCS1A02G251600	K24205
TraesCS1A02G251700	K14950
TraesCS1A02G251800	K15031
TraesCS1A02G252000	K14009
TraesCS1A02G252200	K00103
TraesCS1A02G252300	K15031
TraesCS1A02G252400	K07305
TraesCS1A02G252500	K18177
TraesCS1A02G252600	K09422
TraesCS1A02G253200	K01006
TraesCS1A02G253400	K01006
TraesCS1A02G253600	K23025
TraesCS1A02G254200	K24550
TraesCS1A02G255000	K11801
TraesCS1A02G255100	K14493
TraesCS1A02G255400	K01046
TraesCS1A02G255700	K01951
TraesCS1A02G255800	K01662
TraesCS1A02G256200	K14319
TraesCS1A02G256800	K16732
TraesCS1A02G257200	K08900
TraesCS1A02G257400	K26553
TraesCS1A02G257800	K26553
TraesCS1A02G257900	K26553
TraesCS1A02G258000	K07137
TraesCS1A02G258100	K25783
TraesCS1A02G258300	K01535
TraesCS1A02G258400	K28173
TraesCS1A02G258500	K00799
TraesCS1A02G258600	K03248
TraesCS1A02G258700	K15031
TraesCS1A02G258800	K07375
TraesCS1A02G259000	K01823
TraesCS1A02G259500	K13457
TraesCS1A02G259800	K12373
TraesCS1A02G260100	K06691
TraesCS1A02G260500	K03164
TraesCS1A02G260900	K17255
TraesCS1A02G261000	K17255
TraesCS1A02G261200	K06268
TraesCS1A02G261400	K08472
TraesCS1A02G261600	K23541
TraesCS1A02G261800	K28555
TraesCS1A02G261900	K11253
TraesCS1A02G262000	K11254
TraesCS1A02G262200	K26274
TraesCS1A02G262400	K03704
TraesCS1A02G262500	K03704
TraesCS1A02G262600	K14945
TraesCS1A02G262700	K09264
TraesCS1A02G263000	K07735
TraesCS1A02G263100	K09286
TraesCS1A02G263300	K08738
TraesCS1A02G263600	K05282
TraesCS1A02G263700	K28552
TraesCS1A02G263900	K01051
TraesCS1A02G264000	K02540
TraesCS1A02G264300	K09264
TraesCS1A02G264500	K24917
TraesCS1A02G264700	K22733
TraesCS1A02G264900	K03875
TraesCS1A02G265200	K15382
TraesCS1A02G266300	K28547
TraesCS1A02G266600	K20890
TraesCS1A02G267100	K13457
TraesCS1A02G267200	K20855
TraesCS1A02G267900	K21867
TraesCS1A02G268500	K19996
TraesCS1A02G268600	K01061
TraesCS1A02G268700	K28058
TraesCS1A02G268800	K09422
TraesCS1A02G269300	K00764
TraesCS1A02G269400	K26562
TraesCS1A02G269500	K26562
TraesCS1A02G269600	K26562
TraesCS1A02G270000	K19861
TraesCS1A02G270300	K00812;K15849
TraesCS1A02G270400	K24962
TraesCS1A02G270500	K22145
TraesCS1A02G270800	K14498
TraesCS1A02G272300	K09286
TraesCS1A02G272600	K22943
TraesCS1A02G273000	K14432
TraesCS1A02G273100	K19600
TraesCS1A02G273400	K12622
TraesCS1A02G273500	K01507
TraesCS1A02G273900	K03841
TraesCS1A02G274300	K11253
TraesCS1A02G274400	K10355
TraesCS1A02G274500	K19040
TraesCS1A02G274800	K27970
TraesCS1A02G275400	K08857
TraesCS1A02G275900	K28559
TraesCS1A02G276000	K28559
TraesCS1A02G276100	K14007
TraesCS1A02G276300	K02639
TraesCS1A02G276500	K03531
TraesCS1A02G276600	K14431
TraesCS1A02G276900	K15287
TraesCS1A02G277000	K15287
TraesCS1A02G277100	K15287
TraesCS1A02G277400	K20624
TraesCS1A02G277500	K02943
TraesCS1A02G277600	K12873
TraesCS1A02G278100	K00685
TraesCS1A02G278400	K13946
TraesCS1A02G278700	K13508
TraesCS1A02G279000	K05349
TraesCS1A02G279100	K13463
TraesCS1A02G279600	K11863
TraesCS1A02G279800	K23280
TraesCS1A02G279900	K22939
TraesCS1A02G280400	K28534
TraesCS1A02G280800	K10732
TraesCS1A02G281200	K18636
TraesCS1A02G281300	K28357
TraesCS1A02G281400	K12657
TraesCS1A02G281600	K20359;K20393
TraesCS1A02G281700	K00761
TraesCS1A02G281800	K22940
TraesCS1A02G282100	K02148
TraesCS1A02G282300	K00002
TraesCS1A02G282600	K00002
TraesCS1A02G283100	K13508
TraesCS1A02G283200	K20029
TraesCS1A02G283400	K05909
TraesCS1A02G283800	K08956
TraesCS1A02G283900	K05909
TraesCS1A02G284300	K10403
TraesCS1A02G284400	K23280
TraesCS1A02G284600	K13447
TraesCS1A02G284700	K17710
TraesCS1A02G284800	K02920
TraesCS1A02G285000	K03283
TraesCS1A02G285200	K10575
TraesCS1A02G285300	K11252
TraesCS1A02G285400	K01497;K14652
TraesCS1A02G285500	K02879
TraesCS1A02G285600	K10703
TraesCS1A02G285700	K13447
TraesCS1A02G286000	K20472
TraesCS1A02G286200	K07901
TraesCS1A02G286300	K02957
TraesCS1A02G286900	K11251
TraesCS1A02G287400	K15728
TraesCS1A02G287500	K22985
TraesCS1A02G287600	K23802
TraesCS1A02G287700	K11254
TraesCS1A02G287800	K11254
TraesCS1A02G288300	K00602
TraesCS1A02G288500	K08065
TraesCS1A02G288600	K10590
TraesCS1A02G288700	K10737
TraesCS1A02G288800	K02973
TraesCS1A02G289000	K24104
TraesCS1A02G290300	K23543
TraesCS1A02G290700	K13447
TraesCS1A02G290800	K26213
TraesCS1A02G290900	K03539
TraesCS1A02G291100	K00815;K14271
TraesCS1A02G291200	K00815;K14271
TraesCS1A02G291500	K11254
TraesCS1A02G291600	K11254
TraesCS1A02G291700	K11254
TraesCS1A02G291900	K12849
TraesCS1A02G292200	K13412;K13974
TraesCS1A02G292300	K22366
TraesCS1A02G292500	K24184
TraesCS1A02G295200	K22920
TraesCS1A02G295300	K03320
TraesCS1A02G295400	K11254
TraesCS1A02G295600	K04043
TraesCS1A02G295700	K11254
TraesCS1A02G296100	K10666
TraesCS1A02G296500	K17479
TraesCS1A02G297200	K03538
TraesCS1A02G297400	K14709
TraesCS1A02G297500	K14709
TraesCS1A02G297600	K14496
TraesCS1A02G297700	K26731
TraesCS1A02G297800	K07195
TraesCS1A02G297900	K20359
TraesCS1A02G298600	K13424
TraesCS1A02G298900	K13141
TraesCS1A02G299000	K23541
TraesCS1A02G299100	K00827
TraesCS1A02G299500	K02541
TraesCS1A02G300000	K27970
TraesCS1A02G300200	K20628
TraesCS1A02G300400	K19040
TraesCS1A02G300500	K19040
TraesCS1A02G300600	K19040
TraesCS1A02G300900	K28584
TraesCS1A02G301000	K28584
TraesCS1A02G301100	K28584
TraesCS1A02G301200	K28584
TraesCS1A02G301500	K03671
TraesCS1A02G301600	K06689
TraesCS1A02G301800	K28077
TraesCS1A02G302100	K22312
TraesCS1A02G302200	K02150
TraesCS1A02G302300	K23154
TraesCS1A02G302500	K22450
TraesCS1A02G302800	K14945
TraesCS1A02G302900	K03945
TraesCS1A02G303100	K20663
TraesCS1A02G303800	K26731
TraesCS1A02G303900	K10523
TraesCS1A02G304000	K27742
TraesCS1A02G304100	K00423
TraesCS1A02G304300	K28202
TraesCS1A02G304400	K12605
TraesCS1A02G304500	K00430
TraesCS1A02G304600	K00430
TraesCS1A02G304700	K10683
TraesCS1A02G304900	K20888
TraesCS1A02G305200	K26938
TraesCS1A02G305300	K27591
TraesCS1A02G305500	K28175
TraesCS1A02G305700	K00326
TraesCS1A02G305900	K00472
TraesCS1A02G306100	K24104
TraesCS1A02G306200	K07937;K07939
TraesCS1A02G306300	K14432
TraesCS1A02G306600	K08912
TraesCS1A02G307200	K13412
TraesCS1A02G307300	K14786
TraesCS1A02G307400	K02908
TraesCS1A02G307700	K20367
TraesCS1A02G308000	K21249
TraesCS1A02G308100	K09422
TraesCS1A02G308200	K00306
TraesCS1A02G308300	K24405
TraesCS1A02G308400	K02727
TraesCS1A02G308800	K02183;K13448;K13974
TraesCS1A02G308900	K07199
TraesCS1A02G309200	K28175
TraesCS1A02G309400	K13412
TraesCS1A02G309500	K13457
TraesCS1A02G309700	K07375
TraesCS1A02G309800	K21777
TraesCS1A02G310500	K09754
TraesCS1A02G310600	K00128;K12355
TraesCS1A02G310700	K21752
TraesCS1A02G311000	K15280
TraesCS1A02G311100	K01184
TraesCS1A02G311400	K11292
TraesCS1A02G311800	K13104
TraesCS1A02G311900	K25785
TraesCS1A02G312100	K07342
TraesCS1A02G312300	K01537
TraesCS1A02G312600	K20887
TraesCS1A02G313300	K00927
TraesCS1A02G313400	K15031
TraesCS1A02G313500	K08770
TraesCS1A02G313800	K22684
TraesCS1A02G313900	K22684
TraesCS1A02G314000	K08850
TraesCS1A02G314100	K06675
TraesCS1A02G314200	K09286
TraesCS1A02G314300	K09286
TraesCS1A02G314400	K15198
TraesCS1A02G315200	K27809
TraesCS1A02G315300	K12450
TraesCS1A02G315400	K10695
TraesCS1A02G315500	K02687
TraesCS1A02G315600	K23012
TraesCS1A02G315900	K08741
TraesCS1A02G316900	K03113
TraesCS1A02G317300	K13430
TraesCS1A02G317900	K00430
TraesCS1A02G318000	K00430
TraesCS1A02G318200	K00430
TraesCS1A02G318300	K00430
TraesCS1A02G318400	K00430
TraesCS1A02G318500	K00430
TraesCS1A02G318600	K00430
TraesCS1A02G318700	K00430
TraesCS1A02G318800	K00430
TraesCS1A02G318900	K00430
TraesCS1A02G319000	K00430
TraesCS1A02G320200	K14487
TraesCS1A02G320400	K03549
TraesCS1A02G320500	K03809
TraesCS1A02G320600	K03124
TraesCS1A02G320700	K03124
TraesCS1A02G320800	K03124
TraesCS1A02G321700	K05391
TraesCS1A02G321900	K13513
TraesCS1A02G322300	K01303
TraesCS1A02G322700	K14763
TraesCS1A02G323200	K19995
TraesCS1A02G323400	K00381;K00392
TraesCS1A02G323500	K02349
TraesCS1A02G323600	K13457
TraesCS1A02G323900	K04392
TraesCS1A02G324800	K15172
TraesCS1A02G325600	K03671
TraesCS1A02G326100	K02721
TraesCS1A02G326400	K02721
TraesCS1A02G326900	K00334;K03943
TraesCS1A02G327000	K06176
TraesCS1A02G327100	K21776
TraesCS1A02G327200	K03106
TraesCS1A02G327300	K03106
TraesCS1A02G327400	K28090
TraesCS1A02G327700	K03111
TraesCS1A02G327800	K03139
TraesCS1A02G328300	K10661
TraesCS1A02G328600	K02958
TraesCS1A02G328700	K13150
TraesCS1A02G328800	K09286;K14516
TraesCS1A02G329200	K11855
TraesCS1A02G329400	K04728
TraesCS1A02G329500	K01593
TraesCS1A02G329600	K10683
TraesCS1A02G329900	K25784
TraesCS1A02G330000	K02721
TraesCS1A02G330100	K12859
TraesCS1A02G330200	K03644
TraesCS1A02G330300	K12617
TraesCS1A02G330500	K08790
TraesCS1A02G330600	K24763
TraesCS1A02G330700	K19787
TraesCS1A02G330900	K00913
TraesCS1A02G331100	K09646
TraesCS1A02G331200	K02519
TraesCS1A02G331800	K20887
TraesCS1A02G332800	K01537
TraesCS1A02G332900	K17496
TraesCS1A02G333200	K22733
TraesCS1A02G333400	K02913
TraesCS1A02G333500	K20892
TraesCS1A02G333600	K04392
TraesCS1A02G333700	K01259
TraesCS1A02G333900	K19600
TraesCS1A02G334400	K04125
TraesCS1A02G334900	K14486
TraesCS1A02G336000	K03242
TraesCS1A02G337800	K07897
TraesCS1A02G338200	K16055
TraesCS1A02G338300	K01307
TraesCS1A02G338600	K16223
TraesCS1A02G339300	K00697;K16055
TraesCS1A02G339900	K06027
TraesCS1A02G340000	K14558
TraesCS1A02G340100	K03695
TraesCS1A02G340200	K18189
TraesCS1A02G340400	K01992;K07151
TraesCS1A02G340500	K03505
TraesCS1A02G340600	K14313
TraesCS1A02G340700	K04794
TraesCS1A02G341100	K24193
TraesCS1A02G341300	K19747
TraesCS1A02G341500	K27887
TraesCS1A02G341600	K14490
TraesCS1A02G341700	K11793
TraesCS1A02G341800	K01051
TraesCS1A02G342000	K00430
TraesCS1A02G342300	K00430
TraesCS1A02G342400	K00430
TraesCS1A02G342500	K00844
TraesCS1A02G342700	K01507
TraesCS1A02G343100	K07342
TraesCS1A02G343300	K14484
TraesCS1A02G343400	K05759
TraesCS1A02G344000	K00850
TraesCS1A02G345900	K12832
TraesCS1A02G346000	K02956
TraesCS1A02G346200	K08244
TraesCS1A02G346400	K23541
TraesCS1A02G347700	K13447
TraesCS1A02G347900	K10734
TraesCS1A02G348300	K02887
TraesCS1A02G348400	K03032
TraesCS1A02G348500	K00026
TraesCS1A02G348600	K28581
TraesCS1A02G348900	K02343
TraesCS1A02G349100	K10949
TraesCS1A02G349200	K07517
TraesCS1A02G349500	K27857
TraesCS1A02G349900	K05337
TraesCS1A02G350000	K26935
TraesCS1A02G350200	K07374
TraesCS1A02G350400	K09419
TraesCS1A02G350500	K07198
TraesCS1A02G350600	K24750
TraesCS1A02G351600	K20665
TraesCS1A02G352200	K06268
TraesCS1A02G352400	K12160
TraesCS1A02G352500	K09775
TraesCS1A02G352700	K03544
TraesCS1A02G352800	K02140
TraesCS1A02G353000	K00331;K03940
TraesCS1A02G353200	K01126
TraesCS1A02G353300	K00703
TraesCS1A02G353800	K00640
TraesCS1A02G354400	K02930
TraesCS1A02G354700	K13199
TraesCS1A02G354900	K08066
TraesCS1A02G355100	K14397
TraesCS1A02G355200	K00844
TraesCS1A02G355900	K08066
TraesCS1A02G356100	K00430
TraesCS1A02G356800	K19893
TraesCS1A02G356900	K14156
TraesCS1A02G357100	K13447
TraesCS1A02G357200	K00033
TraesCS1A02G357400	K02945
TraesCS1A02G357800	K09285
TraesCS1A02G358000	K07897
TraesCS1A02G358100	K28581
TraesCS1A02G358400	K28581
TraesCS1A02G358500	K10357
TraesCS1A02G358600	K14497
TraesCS1A02G358700	K22312
TraesCS1A02G358800	K12309
TraesCS1A02G358900	K22312
TraesCS1A02G359300	K06889
TraesCS1A02G359500	K10523
TraesCS1A02G359600	K10523
TraesCS1A02G359800	K11253
TraesCS1A02G359900	K11254
TraesCS1A02G360000	K11253
TraesCS1A02G360100	K11254
TraesCS1A02G360200	K11253
TraesCS1A02G360300	K01952
TraesCS1A02G360400	K05863
TraesCS1A02G360500	K11279
TraesCS1A02G360700	K01179
TraesCS1A02G360900	K15382
TraesCS1A02G361100	K28824
TraesCS1A02G361200	K04799
TraesCS1A02G361400	K04077
TraesCS1A02G361500	K11324
TraesCS1A02G361600	K11252
TraesCS1A02G361700	K11253
TraesCS1A02G361900	K11253
TraesCS1A02G362000	K24405
TraesCS1A02G362500	K22522
TraesCS1A02G362700	K12501
TraesCS1A02G363000	K11254
TraesCS1A02G363100	K08493
TraesCS1A02G363200	K08493
TraesCS1A02G363700	K02903
TraesCS1A02G363900	K02959
TraesCS1A02G364600	K11864
TraesCS1A02G364800	K01184
TraesCS1A02G365100	K01115
TraesCS1A02G365400	K18801
TraesCS1A02G365600	K12393
TraesCS1A02G365700	K14962
TraesCS1A02G365800	K00787
TraesCS1A02G365900	K09422
TraesCS1A02G366000	K09422
TraesCS1A02G366100	K09422
TraesCS1A02G366200	K09422
TraesCS1A02G366300	K09422
TraesCS1A02G366500	K24184
TraesCS1A02G366700	K26544
TraesCS1A02G366900	K20716
TraesCS1A02G367000	K20716
TraesCS1A02G367100	K20716
TraesCS1A02G367200	K20716
TraesCS1A02G367900	K11252
TraesCS1A02G368000	K11252
TraesCS1A02G368100	K06875
TraesCS1A02G368400	K03124
TraesCS1A02G368500	K05658
TraesCS1A02G368600	K10523
TraesCS1A02G368800	K09775
TraesCS1A02G369100	K15397
TraesCS1A02G369600	K05929
TraesCS1A02G369900	K12832
TraesCS1A02G370100	K18857
TraesCS1A02G370200	K18857
TraesCS1A02G370400	K09286
TraesCS1A02G370600	K09286
TraesCS1A02G370700	K09286
TraesCS1A02G370800	K13648
TraesCS1A02G371400	K04506
TraesCS1A02G371600	K17508
TraesCS1A02G371800	K01056
TraesCS1A02G371900	K01733
TraesCS1A02G372100	K09287
TraesCS1A02G372200	K09287
TraesCS1A02G372300	K09287
TraesCS1A02G372400	K18798
TraesCS1A02G372500	K19619
TraesCS1A02G372900	K09338
TraesCS1A02G373000	K18693
TraesCS1A02G373100	K01115
TraesCS1A02G373300	K15498
TraesCS1A02G374800	K16276
TraesCS1A02G375600	K08967;K09419
TraesCS1A02G375800	K08967
TraesCS1A02G375900	K00857
TraesCS1A02G376100	K12844
TraesCS1A02G376300	K10760
TraesCS1A02G376400	K27708
TraesCS1A02G376600	K13457
TraesCS1A02G377700	K15202
TraesCS1A02G378000	K14753
TraesCS1A02G378200	K10758
TraesCS1A02G378700	K10523
TraesCS1A02G378800	K10523
TraesCS1A02G378900	K16732
TraesCS1A02G379000	K02112;K02133
TraesCS1A02G379200	K14785
TraesCS1A02G379300	K14564
TraesCS1A02G379600	K05925
TraesCS1A02G379700	K09422
TraesCS1A02G379800	K08506
TraesCS1A02G380700	K10753
TraesCS1A02G380800	K10523
TraesCS1A02G380900	K03327
TraesCS1A02G381100	K02935
TraesCS1A02G381200	K23567
TraesCS1A02G381500	K08730
TraesCS1A02G381800	K21626
TraesCS1A02G382800	K01953
TraesCS1A02G382900	K11584
TraesCS1A02G383500	K02917
TraesCS1A02G383900	K20547
TraesCS1A02G384200	K10733
TraesCS1A02G384300	K01662
TraesCS1A02G384400	K00330;K05574
TraesCS1A02G384500	K05582
TraesCS1A02G384600	K02712
TraesCS1A02G384700	K02710
TraesCS1A02G385000	K02696
TraesCS1A02G385400	K27686
TraesCS1A02G386300	K02921
TraesCS1A02G386400	K03453
TraesCS1A02G387400	K22683
TraesCS1A02G387700	K06692
TraesCS1A02G388000	K10581
TraesCS1A02G388400	K10581
TraesCS1A02G388500	K02888
TraesCS1A02G388600	K11252
TraesCS1A02G388700	K01046
TraesCS1A02G389000	K18183
TraesCS1A02G389100	K14775
TraesCS1A02G389300	K01179
TraesCS1A02G389400	K15196
TraesCS1A02G389600	K11600
TraesCS1A02G390200	K14484
TraesCS1A02G390300	K05387
TraesCS1A02G390800	K08081
TraesCS1A02G390900	K08081
TraesCS1A02G391000	K20869
TraesCS1A02G391600	K20286
TraesCS1A02G391900	K06911
TraesCS1A02G392000	K02695
TraesCS1A02G392400	K10580
TraesCS1A02G392500	K04125
TraesCS1A02G392600	K04125
TraesCS1A02G392800	K15397
TraesCS1A02G394000	K01193
TraesCS1A02G394200	K27591
TraesCS1A02G394500	K00979
TraesCS1A02G394600	K22390
TraesCS1A02G395300	K09510
TraesCS1A02G396000	K20899
TraesCS1A02G396200	K08235
TraesCS1A02G396400	K14486
TraesCS1A02G396600	K22756
TraesCS1A02G396900	K03676
TraesCS1A02G397300	K12836
TraesCS1A02G397400	K02977
TraesCS1A02G397500	K02977
TraesCS1A02G397800	K10739
TraesCS1A02G398300	K19041
TraesCS1A02G398400	K07904
TraesCS1A02G399500	K09286
TraesCS1A02G399800	K02882
TraesCS1A02G400000	K10523
TraesCS1A02G400200	K03189
TraesCS1A02G400300	K21797
TraesCS1A02G401800	K28581
TraesCS1A02G402100	K02860
TraesCS1A02G402200	K15200
TraesCS1A02G402500	K10046
TraesCS1A02G402800	K03251
TraesCS1A02G403300	K08912
TraesCS1A02G403600	K11254
TraesCS1A02G403800	K08912
TraesCS1A02G404500	K08245
TraesCS1A02G404700	K14857
TraesCS1A02G405500	K01247
TraesCS1A02G405600	K03444
TraesCS1A02G405800	K03444
TraesCS1A02G406200	K15397
TraesCS1A02G406300	K22068
TraesCS1A02G406500	K02935
TraesCS1A02G406600	K09422
TraesCS1A02G406800	K20628
TraesCS1A02G406900	K20628
TraesCS1A02G407100	K17081
TraesCS1A02G407600	K09835
TraesCS1A02G408800	K15095
TraesCS1A02G408900	K25895
TraesCS1A02G409600	K10997
TraesCS1A02G409800	K09060
TraesCS1A02G409900	K01792
TraesCS1A02G410500	K28584
TraesCS1A02G410700	K28584
TraesCS1A02G411100	K09286
TraesCS1A02G411200	K14497
TraesCS1A02G411300	K03242
TraesCS1A02G411400	K23541
TraesCS1A02G411600	K01937
TraesCS1A02G411700	K08065
TraesCS1A02G411900	K00053
TraesCS1A02G412900	K00026
TraesCS1A02G413000	K07936
TraesCS1A02G413100	K15031
TraesCS1A02G413400	K15397
TraesCS1A02G413700	K01426
TraesCS1A02G413900	K02738
TraesCS1A02G415300	K20538
TraesCS1A02G415400	K13947
TraesCS1A02G415500	K12858
TraesCS1A02G415900	K15889
TraesCS1A02G416600	K25829
TraesCS1A02G417300	K13343
TraesCS1A02G417500	K00601;K11175
TraesCS1A02G417900	K01426
TraesCS1A02G418000	K01184
TraesCS1A02G418300	K03444
TraesCS1A02G418400	K01247
TraesCS1A02G419400	K03357
TraesCS1A02G419600	K00975
TraesCS1A02G419800	K11273
TraesCS1A02G420000	K06670
TraesCS1A02G420200	K17807
TraesCS1A02G420500	K09522
TraesCS1A02G420800	K03377
TraesCS1A02G420900	K05356
TraesCS1A02G421200	K09645
TraesCS1A02G421300	K11253
TraesCS1A02G421400	K13484
TraesCS1A02G421500	K07114
TraesCS1A02G421600	K09645
TraesCS1A02G421700	K07943
TraesCS1A02G421800	K28581
TraesCS1A02G422100	K01953
TraesCS1A02G422400	K17925
TraesCS1A02G423000	K26672
TraesCS1A02G423100	K22530
TraesCS1A02G423200	K09645
TraesCS1A02G423900	K26672
TraesCS1A02G424200	K13412;K13974
TraesCS1A02G424400	K26672
TraesCS1A02G424500	K26672
TraesCS1A02G425000	K14684
TraesCS1A02G425100	K14506
TraesCS1A02G425700	K14791
TraesCS1A02G425900	K13457
TraesCS1A02G426000	K13457
TraesCS1A02G426700	K03093
TraesCS1A02G426900	K23541
TraesCS1A02G427000	K17506
TraesCS1A02G427100	K01937
TraesCS1A02G427300	K13466
TraesCS1A02G428100	K06130;K06999
TraesCS1A02G428400	K01695
TraesCS1A02G428700	K06669
TraesCS1A02G429100	K11644
TraesCS1A02G429200	K11644
TraesCS1A02G429300	K08900
TraesCS1A02G429400	K20724
TraesCS1A02G429800	K08900
TraesCS1A02G430000	K08900
TraesCS1A02G430100	K08900
TraesCS1A02G430200	K08900
TraesCS1A02G430400	K11446
TraesCS1A02G430700	K14292
TraesCS1A02G430800	K10661
TraesCS1A02G431100	K13466
TraesCS1A02G431200	K13466
TraesCS1A02G432300	K14292
TraesCS1A02G432700	K23313
TraesCS1A02G432800	K22684
TraesCS1A02G433000	K13199
TraesCS1A02G433400	K23541
TraesCS1A02G433600	K13457
TraesCS1A02G433700	K02874
TraesCS1A02G433800	K02878
TraesCS1A02G434300	K05863
TraesCS1A02G434900	K06611
TraesCS1A02G435000	K19707
TraesCS1A02G435300	K13436
TraesCS1A02G435700	K13457
TraesCS1A02G435800	K13457
TraesCS1A02G436000	K13457
TraesCS1A02G436200	K13457
TraesCS1A02G436500	K09753
TraesCS1A02G437200	K13457
TraesCS1A02G437500	K01358
TraesCS1A02G437600	K23953
TraesCS1A02G438600	K03243
TraesCS1A02G439000	K15397
TraesCS1A02G440100	K15031
TraesCS1A02G440200	K02148
TraesCS1A02G440300	K13466
TraesCS1A02G440400	K13466
TraesCS1A02G440600	K13466
TraesCS1A02G441000	K13466
TraesCS1A02G441100	K23222
TraesCS1A02G441200	K14497
TraesCS1A02G442300	K05280
TraesCS1A02G442400	K15192
TraesCS1A02G442500	K08955
TraesCS1A02G442600	K02218
TraesCS1A02G443200	K12125
TraesCS1A02G443400	K12812
TraesCS1A02G443500	K01674
TraesCS1A02G443600	K14855
TraesCS1A02G443700	K12627
TraesCS1A02G443900	K01784
TraesCS1A02G444000	K13449
TraesCS1A02G444300	K00940
TraesCS1A02G444700	K22683
TraesCS1A02G444900	K10664
TraesCS1A02G445000	K22803
TraesCS1A02G445500	K11593
TraesCS1A02G445800	K12462
TraesCS1B02G000200	K13457
TraesCS1B02G000500	K13457
TraesCS1B02G000600	K02902
TraesCS1B02G000800	K13343
TraesCS1B02G000900	K13343;K16284
TraesCS1B02G002000	K11644
TraesCS1B02G002500	K13457
TraesCS1B02G002700	K13466
TraesCS1B02G002900	K13457
TraesCS1B02G004200	K00457
TraesCS1B02G004300	K16903
TraesCS1B02G004400	K16903
TraesCS1B02G004500	K15919
TraesCS1B02G004900	K13466
TraesCS1B02G005200	K09422
TraesCS1B02G005600	K07199
TraesCS1B02G006600	K12198
TraesCS1B02G006900	K13457
TraesCS1B02G007200	K10268
TraesCS1B02G007300	K10268
TraesCS1B02G007800	K03131
TraesCS1B02G008200	K12198
TraesCS1B02G008600	K10268
TraesCS1B02G008900	K10268
TraesCS1B02G009400	K13457
TraesCS1B02G009900	K13420
TraesCS1B02G010000	K13457
TraesCS1B02G010100	K13457
TraesCS1B02G010300	K10268
TraesCS1B02G011100	K03768
TraesCS1B02G012000	K13457
TraesCS1B02G012100	K13457
TraesCS1B02G012400	K13457
TraesCS1B02G012500	K13457
TraesCS1B02G012800	K13457
TraesCS1B02G014400	K13457
TraesCS1B02G014800	K13457
TraesCS1B02G016000	K13457
TraesCS1B02G016700	K03327
TraesCS1B02G017100	K08880
TraesCS1B02G017200	K20177
TraesCS1B02G017500	K13457
TraesCS1B02G017800	K08247
TraesCS1B02G017900	K09561
TraesCS1B02G018700	K05894
TraesCS1B02G018800	K05894
TraesCS1B02G018900	K07904
TraesCS1B02G019100	K07874
TraesCS1B02G019200	K21768
TraesCS1B02G019600	K05894
TraesCS1B02G019700	K05894;K10680
TraesCS1B02G019800	K05894
TraesCS1B02G020300	K13457
TraesCS1B02G020400	K13457
TraesCS1B02G020900	K13457
TraesCS1B02G021100	K00799
TraesCS1B02G021200	K14325
TraesCS1B02G021300	K00981
